Campaign,Channel,Date,Impressions,Clicks,Leads,Conversions,Spend,CTR,CPC,CPL,CPA,ConversionRate,LeadRate,Revenue,ROAS,Country,Device,AgeGroup,Gender,AdSet,Creative,UTM_Source,UTM_Medium
Freedom Sale,Google Ads,2025-08-18,167111,7990,3749,382,34913.95,4.78,4.37,9.31,91.4,10.19,46.92,1318627.76,37.77,UK,Desktop,18-24,Male,App Users,Carousel Ad,facebook,cpc
Back to School,Facebook,2025-10-26,73236,533,179,31,18316.8,0.73,34.37,102.33,590.86,17.32,33.58,41712.73,2.28,UAE,Tablet,55+,Female,App Users,Static Image 1,instagram,organic
Diwali Blast Sale,Google Ads,2025-11-06,60263,1309,49,2,21124.96,2.17,16.14,431.12,10562.48,4.08,3.74,3072.16,0.15,India,Desktop,18-24,Other,Retargeting,Reel Format,linkedin,display
Diwali Blast Sale,Facebook,2025-10-22,167560,8984,2471,1416,34934.06,5.36,3.89,14.14,24.67,57.3,27.5,5651672.98,161.78,USA,Desktop,25-34,Male,Website Visitors,Video Creative A,linkedin,display
Freedom Sale,YouTube,2025-11-13,154609,6007,2709,1089,10097.89,3.89,1.68,3.73,9.27,40.2,45.1,2106942.71,208.65,USA,Desktop,25-34,Female,Website Visitors,Reel Format,google,display
Summer Fest,Facebook,2025-10-23,7222,523,232,124,30814.74,7.24,58.92,132.82,248.51,53.45,44.36,475070.01,15.42,UAE,Tablet,45-54,Other,High Intent Segment,Video Creative A,instagram,paid_social
Freedom Sale,Google Ads,2025-10-17,59978,625,272,146,19769.77,1.04,31.63,72.68,135.41,53.68,43.52,602085.02,30.45,USA,Desktop,18-24,Other,Website Visitors,Carousel Ad,facebook,cpc
Freedom Sale,YouTube,2025-08-26,11029,1011,462,2,10823.85,9.17,10.71,23.43,5411.93,0.43,45.7,6342.72,0.59,UK,Mobile,55+,Female,Warm Audience,Static Image 2,instagram,organic
Freedom Sale,LinkedIn,2025-11-14,199648,7262,282,154,6693.17,3.64,0.92,23.73,43.46,54.61,3.88,393147.1,58.74,Singapore,Desktop,35-44,Other,Retargeting,Carousel Ad,facebook,organic
Freedom Sale,Instagram,2025-10-21,5465,370,120,8,26995.3,6.77,72.96,224.96,3374.41,6.67,32.43,36030.38,1.33,Singapore,Tablet,18-24,Female,Retargeting,Reel Format,linkedin,organic
New Year Promo,Facebook,2025-08-11,187928,5838,161,64,25963.33,3.11,4.45,161.26,405.68,39.75,2.76,306322.87,11.8,Singapore,Desktop,35-44,Female,App Users,Static Image 1,instagram,organic
Diwali Blast Sale,Instagram,2025-08-05,50002,461,60,27,22563.86,0.92,48.95,376.06,835.7,45.0,13.02,38343.35,1.7,USA,Desktop,35-44,Other,Cold Lookalike,Video Creative A,youtube,cpc
Freedom Sale,YouTube,2025-09-05,165845,15210,3244,1296,5412.1,9.17,0.36,1.67,4.18,39.95,21.33,5500281.35,1016.29,UK,Tablet,18-24,Female,App Users,Reel Format,youtube,cpc
Diwali Blast Sale,Instagram,2025-11-08,14539,1376,206,119,19217.48,9.46,13.97,93.29,161.49,57.77,14.97,432810.5,22.52,Singapore,Mobile,25-34,Other,Warm Audience,Carousel Ad,youtube,paid_social
Big Weekend Push,Google Ads,2025-09-14,138732,6873,979,10,31408.46,4.95,4.57,32.08,3140.85,1.02,14.24,20602.48,0.66,UAE,Mobile,18-24,Female,Website Visitors,Reel Format,google,paid_social
Back to School,Google Ads,2025-08-17,49923,5362,335,93,29372.38,10.74,5.48,87.68,315.83,27.76,6.25,393721.1,13.4,Singapore,Desktop,45-54,Male,Cold Lookalike,Video Creative A,facebook,cpc
New Year Promo,Google Ads,2025-09-18,11707,281,48,8,31927.58,2.4,113.62,665.16,3990.95,16.67,17.08,15309.57,0.48,UAE,Tablet,18-24,Male,App Users,Static Image 1,youtube,paid_social
Big Weekend Push,LinkedIn,2025-08-10,186945,9231,524,287,23674.33,4.94,2.56,45.18,82.49,54.77,5.68,415909.36,17.57,Singapore,Tablet,25-34,Other,Website Visitors,Static Image 2,youtube,display
Freedom Sale,Facebook,2025-10-25,194814,20708,5815,534,23521.89,10.63,1.14,4.05,44.05,9.18,28.08,348402.04,14.81,USA,Tablet,25-34,Female,Cold Lookalike,Static Image 1,instagram,organic
Summer Fest,YouTube,2025-11-11,39542,2286,443,177,6900.17,5.78,3.02,15.58,38.98,39.95,19.38,848753.03,123.0,India,Mobile,55+,Female,App Users,Carousel Ad,facebook,paid_social
Freedom Sale,YouTube,2025-08-22,43421,3456,1635,524,1658.35,7.96,0.48,1.01,3.16,32.05,47.31,1934869.66,1166.74,USA,Mobile,35-44,Other,High Intent Segment,Carousel Ad,youtube,paid_social
New Year Promo,Facebook,2025-11-04,92437,4692,1051,156,15792.65,5.08,3.37,15.03,101.23,14.84,22.4,346184.1,21.92,UK,Desktop,18-24,Male,Cold Lookalike,Video Creative B,facebook,paid_social
Summer Fest,Google Ads,2025-07-24,65762,1521,702,277,15980.87,2.31,10.51,22.76,57.69,39.46,46.15,732011.16,45.81,UK,Mobile,35-44,Female,Retargeting,Reel Format,instagram,paid_social
Back to School,Instagram,2025-08-11,85014,7610,2413,320,29785.58,8.95,3.91,12.34,93.08,13.26,31.71,1309059.05,43.95,India,Desktop,25-34,Male,Retargeting,Reel Format,linkedin,paid_social
Summer Fest,Google Ads,2025-10-17,10467,503,236,31,19531.78,4.81,38.83,82.76,630.06,13.14,46.92,47371.88,2.43,UK,Tablet,35-44,Male,Warm Audience,Carousel Ad,facebook,paid_social
Back to School,Facebook,2025-07-28,155303,18334,2646,447,25349.84,11.81,1.38,9.58,56.71,16.89,14.43,1528782.29,60.31,Singapore,Tablet,55+,Female,Warm Audience,Reel Format,facebook,paid_social
Freedom Sale,YouTube,2025-09-21,26235,1347,536,138,27089.96,5.13,20.11,50.54,196.3,25.75,39.79,641527.31,23.68,Singapore,Desktop,45-54,Other,Cold Lookalike,Static Image 1,linkedin,cpc
Diwali Blast Sale,YouTube,2025-08-25,147086,10079,1161,116,23795.06,6.85,2.36,20.5,205.13,9.99,11.52,491563.02,20.66,UAE,Desktop,45-54,Other,Website Visitors,Static Image 2,youtube,display
Freedom Sale,YouTube,2025-10-17,88183,3328,213,34,937.98,3.77,0.28,4.4,27.59,15.96,6.4,65007.39,69.31,India,Tablet,18-24,Male,Cold Lookalike,Static Image 2,google,cpc
Diwali Blast Sale,Facebook,2025-08-30,187278,12973,2237,927,4123.22,6.93,0.32,1.84,4.45,41.44,17.24,2730911.98,662.33,USA,Tablet,35-44,Female,Warm Audience,Carousel Ad,instagram,paid_social
Summer Fest,Instagram,2025-10-29,86704,8355,612,324,13543.64,9.64,1.62,22.13,41.8,52.94,7.32,849488.87,62.72,USA,Desktop,55+,Male,Warm Audience,Carousel Ad,youtube,paid_social
Big Weekend Push,LinkedIn,2025-08-05,31628,2701,1043,224,31138.89,8.54,11.53,29.86,139.01,21.48,38.62,373209.45,11.99,USA,Desktop,35-44,Female,Cold Lookalike,Video Creative B,google,organic
Summer Fest,Google Ads,2025-09-18,28763,3039,1108,487,34532.79,10.57,11.36,31.17,70.91,43.95,36.46,1859885.51,53.86,Singapore,Desktop,55+,Other,App Users,Static Image 2,facebook,cpc
Summer Fest,Google Ads,2025-10-18,68802,1886,51,7,11363.22,2.74,6.03,222.81,1623.32,13.73,2.7,6103.54,0.54,India,Tablet,45-54,Female,Retargeting,Video Creative A,instagram,cpc
Freedom Sale,Instagram,2025-08-03,133343,3409,465,78,18468.56,2.56,5.42,39.72,236.78,16.77,13.64,309681.15,16.77,UK,Mobile,35-44,Other,Website Visitors,Video Creative B,linkedin,paid_social
Summer Fest,Instagram,2025-07-20,141279,11993,4413,516,28303.57,8.49,2.36,6.41,54.85,11.69,36.8,1344522.66,47.5,UK,Desktop,25-34,Other,App Users,Carousel Ad,google,paid_social
Diwali Blast Sale,YouTube,2025-08-27,145179,12838,2193,1026,32900.22,8.84,2.56,15.0,32.07,46.79,17.08,5016750.09,152.48,UAE,Desktop,35-44,Female,Cold Lookalike,Static Image 2,facebook,organic
Diwali Blast Sale,Facebook,2025-08-04,195473,19515,6777,27,14561.77,9.98,0.75,2.15,539.32,0.4,34.73,57407.31,3.94,UAE,Tablet,55+,Other,Cold Lookalike,Static Image 1,google,organic
Summer Fest,Facebook,2025-10-09,28102,2705,193,15,24291.37,9.63,8.98,125.86,1619.42,7.77,7.13,54685.74,2.25,India,Desktop,35-44,Male,High Intent Segment,Static Image 1,google,paid_social
Big Weekend Push,Instagram,2025-10-28,47645,5356,641,334,11019.11,11.24,2.06,17.19,32.99,52.11,11.97,834987.44,75.78,UK,Desktop,25-34,Male,Warm Audience,Video Creative B,youtube,cpc
New Year Promo,LinkedIn,2025-08-04,64375,4793,249,70,14067.08,7.45,2.93,56.49,200.96,28.11,5.2,101736.94,7.23,Singapore,Desktop,35-44,Male,App Users,Static Image 2,facebook,display
Big Weekend Push,Instagram,2025-09-20,136477,15858,5592,2569,11951.89,11.62,0.75,2.14,4.65,45.94,35.26,4390425.97,367.34,India,Mobile,18-24,Female,Retargeting,Carousel Ad,linkedin,organic
Freedom Sale,Instagram,2025-10-18,154878,7049,1274,174,11183.68,4.55,1.59,8.78,64.27,13.66,18.07,461873.94,41.3,Singapore,Tablet,25-34,Other,Website Visitors,Video Creative A,facebook,display
Back to School,Facebook,2025-09-20,6140,313,5,0,22707.36,5.1,72.55,4541.47,0.0,0.0,1.6,0.0,0.0,UK,Mobile,45-54,Female,Cold Lookalike,Carousel Ad,facebook,organic
Summer Fest,Facebook,2025-07-22,167183,14262,4448,1671,25271.47,8.53,1.77,5.68,15.12,37.57,31.19,7879404.76,311.79,USA,Desktop,45-54,Male,High Intent Segment,Video Creative B,linkedin,cpc
Back to School,Google Ads,2025-08-11,69651,2624,685,386,23922.63,3.77,9.12,34.92,61.98,56.35,26.11,593715.62,24.82,India,Tablet,45-54,Female,High Intent Segment,Reel Format,linkedin,display
New Year Promo,Google Ads,2025-09-27,78748,5205,1058,466,28175.94,6.61,5.41,26.63,60.46,44.05,20.33,692946.08,24.59,India,Desktop,55+,Other,Retargeting,Video Creative B,youtube,paid_social
Freedom Sale,LinkedIn,2025-09-30,140532,13200,4602,1460,15407.08,9.39,1.17,3.35,10.55,31.73,34.86,6107326.37,396.4,UK,Desktop,55+,Female,Retargeting,Video Creative A,facebook,organic
Diwali Blast Sale,Instagram,2025-11-13,180339,1251,59,24,26828.51,0.69,21.45,454.72,1117.85,40.68,4.72,59772.47,2.23,USA,Desktop,45-54,Male,High Intent Segment,Static Image 1,youtube,cpc
Freedom Sale,Facebook,2025-10-24,136674,8447,699,167,31728.3,6.18,3.76,45.39,189.99,23.89,8.28,693408.85,21.85,UK,Tablet,55+,Other,App Users,Static Image 1,facebook,cpc
New Year Promo,Instagram,2025-11-01,70473,6422,2760,195,5199.74,9.11,0.81,1.88,26.67,7.07,42.98,794145.59,152.73,India,Desktop,45-54,Other,Website Visitors,Reel Format,youtube,paid_social
Summer Fest,Facebook,2025-07-22,176658,18312,5960,460,28446.04,10.37,1.55,4.77,61.84,7.72,32.55,1247248.54,43.85,India,Tablet,18-24,Other,Retargeting,Static Image 1,instagram,organic
New Year Promo,Facebook,2025-10-07,62273,6217,1705,755,2760.5,9.98,0.44,1.62,3.66,44.28,27.42,2206926.16,799.47,USA,Tablet,45-54,Other,Cold Lookalike,Carousel Ad,facebook,cpc
Back to School,Google Ads,2025-08-30,66823,7814,893,489,1986.13,11.69,0.25,2.22,4.06,54.76,11.43,1746724.83,879.46,India,Mobile,55+,Female,High Intent Segment,Reel Format,linkedin,cpc
New Year Promo,Facebook,2025-11-15,163146,11256,1300,228,17870.16,6.9,1.59,13.75,78.38,17.54,11.55,765244.59,42.82,India,Mobile,18-24,Female,App Users,Carousel Ad,google,display
Diwali Blast Sale,LinkedIn,2025-10-16,20622,1740,635,214,28363.21,8.44,16.3,44.67,132.54,33.7,36.49,860122.46,30.33,UK,Mobile,18-24,Female,Warm Audience,Video Creative A,instagram,display
Big Weekend Push,YouTube,2025-09-12,71908,8438,1701,224,29379.52,11.73,3.48,17.27,131.16,13.17,20.16,719778.98,24.5,UK,Mobile,45-54,Male,Cold Lookalike,Video Creative B,linkedin,display
Diwali Blast Sale,Facebook,2025-10-26,9540,920,272,82,3122.14,9.64,3.39,11.48,38.07,30.15,29.57,325960.9,104.4,India,Desktop,35-44,Female,App Users,Video Creative A,instagram,paid_social
New Year Promo,Google Ads,2025-08-26,142282,14149,1802,363,26562.05,9.94,1.88,14.74,73.17,20.14,12.74,1225670.93,46.14,UAE,Tablet,55+,Other,Cold Lookalike,Carousel Ad,linkedin,paid_social
Big Weekend Push,Facebook,2025-09-01,147903,2551,937,91,21080.47,1.72,8.26,22.5,231.65,9.71,36.73,226217.24,10.73,UK,Desktop,45-54,Female,High Intent Segment,Video Creative A,instagram,cpc
Summer Fest,LinkedIn,2025-09-04,155204,18462,2326,551,10017.68,11.9,0.54,4.31,18.18,23.69,12.6,322218.88,32.17,Singapore,Desktop,45-54,Other,Warm Audience,Video Creative B,instagram,display
Freedom Sale,LinkedIn,2025-10-09,186402,229,114,7,1647.14,0.12,7.19,14.45,235.31,6.14,49.78,4189.12,2.54,UAE,Mobile,35-44,Other,High Intent Segment,Video Creative B,instagram,organic
Diwali Blast Sale,Instagram,2025-11-14,45730,1642,770,300,4457.38,3.59,2.71,5.79,14.86,38.96,46.89,1295702.23,290.69,UAE,Tablet,35-44,Other,Warm Audience,Static Image 2,youtube,cpc
Freedom Sale,Facebook,2025-10-04,158764,112,29,2,19310.92,0.07,172.42,665.89,9655.46,6.9,25.89,6988.95,0.36,UK,Mobile,35-44,Female,Website Visitors,Video Creative B,youtube,organic
Diwali Blast Sale,Facebook,2025-10-30,47296,2215,1070,581,32297.61,4.68,14.58,30.18,55.59,54.3,48.31,1055125.95,32.67,India,Tablet,25-34,Female,Website Visitors,Static Image 2,instagram,cpc
Big Weekend Push,Google Ads,2025-08-04,103672,4939,2348,993,24697.19,4.76,5.0,10.52,24.87,42.29,47.54,1074915.83,43.52,India,Mobile,55+,Male,Retargeting,Static Image 1,youtube,paid_social
New Year Promo,Google Ads,2025-09-25,123291,8597,3025,1638,13914.79,6.97,1.62,4.6,8.49,54.15,35.19,3633700.55,261.14,USA,Mobile,55+,Male,Retargeting,Carousel Ad,google,cpc
Diwali Blast Sale,Instagram,2025-08-31,177303,10492,3525,284,1842.47,5.92,0.18,0.52,6.49,8.06,33.6,876676.65,475.82,Singapore,Desktop,18-24,Other,Retargeting,Static Image 1,google,organic
New Year Promo,Facebook,2025-08-29,55025,3475,1018,105,26160.63,6.32,7.53,25.7,249.15,10.31,29.29,429709.88,16.43,Singapore,Tablet,25-34,Female,High Intent Segment,Static Image 1,instagram,display
Back to School,YouTube,2025-10-17,122218,1451,715,163,22962.81,1.19,15.83,32.12,140.88,22.8,49.28,285807.42,12.45,India,Mobile,18-24,Male,App Users,Static Image 2,facebook,display
Freedom Sale,Google Ads,2025-11-08,40914,936,259,3,498.25,2.29,0.53,1.92,166.08,1.16,27.67,8255.6,16.57,Singapore,Mobile,18-24,Male,Retargeting,Carousel Ad,youtube,cpc
Back to School,LinkedIn,2025-10-28,102579,4755,330,32,8915.2,4.64,1.87,27.02,278.6,9.7,6.94,110638.06,12.41,UK,Mobile,18-24,Male,App Users,Video Creative B,instagram,display
Back to School,LinkedIn,2025-10-02,32030,2571,1085,238,22260.1,8.03,8.66,20.52,93.53,21.94,42.2,191292.53,8.59,USA,Desktop,45-54,Other,Website Visitors,Static Image 1,linkedin,cpc
Big Weekend Push,Google Ads,2025-08-20,190064,20510,9710,2580,24160.15,10.79,1.18,2.49,9.36,26.57,47.34,5198841.0,215.18,UK,Desktop,35-44,Other,Retargeting,Static Image 1,youtube,cpc
Diwali Blast Sale,Google Ads,2025-07-23,137844,9188,1905,944,18821.43,6.67,2.05,9.88,19.94,49.55,20.73,1409117.06,74.87,UK,Tablet,25-34,Other,High Intent Segment,Reel Format,youtube,display
Big Weekend Push,Google Ads,2025-10-17,58758,2157,922,23,16021.78,3.67,7.43,17.38,696.6,2.49,42.74,113974.53,7.11,Singapore,Desktop,45-54,Male,Warm Audience,Carousel Ad,youtube,cpc
Diwali Blast Sale,YouTube,2025-09-15,121889,12450,1126,496,14230.37,10.21,1.14,12.64,28.69,44.05,9.04,1030420.5,72.41,Singapore,Desktop,25-34,Female,Retargeting,Reel Format,youtube,organic
Summer Fest,Instagram,2025-10-11,191729,1018,0,0,22494.97,0.53,22.1,0.0,0.0,0.0,0.0,0.0,0.0,UK,Mobile,25-34,Other,App Users,Video Creative A,youtube,organic
Big Weekend Push,YouTube,2025-10-05,75613,4079,1200,303,32173.99,5.39,7.89,26.81,106.18,25.25,29.42,637073.21,19.8,Singapore,Desktop,18-24,Other,Warm Audience,Static Image 2,instagram,display
Diwali Blast Sale,Facebook,2025-10-23,184349,16007,6525,2558,8227.09,8.68,0.51,1.26,3.22,39.2,40.76,8954580.81,1088.43,UAE,Tablet,18-24,Female,Warm Audience,Static Image 1,youtube,organic
Back to School,Instagram,2025-08-14,31143,2699,553,248,29607.04,8.67,10.97,53.54,119.38,44.85,20.49,883978.54,29.86,UAE,Mobile,55+,Other,Cold Lookalike,Static Image 1,linkedin,organic
Freedom Sale,Google Ads,2025-11-14,127344,3879,78,3,14332.12,3.05,3.69,183.75,4777.37,3.85,2.01,8629.73,0.6,Singapore,Mobile,18-24,Female,Cold Lookalike,Carousel Ad,youtube,cpc
Back to School,YouTube,2025-11-09,9981,504,218,66,14574.77,5.05,28.92,66.86,220.83,30.28,43.25,216634.19,14.86,USA,Tablet,35-44,Other,App Users,Reel Format,linkedin,paid_social
Freedom Sale,Instagram,2025-09-10,126979,5758,1371,336,2906.73,4.53,0.5,2.12,8.65,24.51,23.81,695403.65,239.24,India,Tablet,25-34,Female,Cold Lookalike,Video Creative A,youtube,cpc
Back to School,Instagram,2025-11-08,184577,4840,765,281,28492.27,2.62,5.89,37.24,101.4,36.73,15.81,511082.48,17.94,USA,Mobile,25-34,Other,Retargeting,Video Creative B,instagram,paid_social
Big Weekend Push,Facebook,2025-08-01,117110,7527,380,95,22213.23,6.43,2.95,58.46,233.82,25.0,5.05,223351.69,10.05,UAE,Desktop,18-24,Other,Cold Lookalike,Static Image 2,google,organic
Diwali Blast Sale,LinkedIn,2025-08-05,20926,449,16,3,17663.34,2.15,39.34,1103.96,5887.78,18.75,3.56,6895.75,0.39,UK,Desktop,35-44,Female,High Intent Segment,Reel Format,facebook,paid_social
Summer Fest,YouTube,2025-08-10,189541,385,49,29,30463.97,0.2,79.13,621.71,1050.48,59.18,12.73,123706.07,4.06,Singapore,Desktop,55+,Female,Retargeting,Video Creative B,youtube,cpc
New Year Promo,Instagram,2025-10-28,10396,867,269,10,7949.01,8.34,9.17,29.55,794.9,3.72,31.03,13900.87,1.75,UAE,Mobile,45-54,Female,High Intent Segment,Video Creative B,google,paid_social
Summer Fest,Google Ads,2025-10-17,64959,3619,1438,92,19184.73,5.57,5.3,13.34,208.53,6.4,39.73,436988.48,22.78,UK,Tablet,25-34,Other,Warm Audience,Video Creative B,youtube,display
Summer Fest,LinkedIn,2025-11-02,145765,13515,5057,2994,1828.9,9.27,0.14,0.36,0.61,59.21,37.42,10408342.4,5691.04,India,Desktop,55+,Other,Retargeting,Reel Format,facebook,cpc
Diwali Blast Sale,Google Ads,2025-08-14,23653,2215,741,183,15617.13,9.36,7.05,21.08,85.34,24.7,33.45,790965.66,50.65,Singapore,Desktop,45-54,Male,Warm Audience,Carousel Ad,youtube,display
Big Weekend Push,Facebook,2025-07-21,7896,110,26,10,12330.1,1.39,112.09,474.23,1233.01,38.46,23.64,25654.12,2.08,India,Tablet,55+,Female,High Intent Segment,Video Creative B,google,cpc
Summer Fest,Google Ads,2025-09-14,168185,19088,9085,5419,15968.48,11.35,0.84,1.76,2.95,59.65,47.6,2720831.44,170.39,USA,Mobile,18-24,Other,Cold Lookalike,Video Creative A,youtube,cpc
New Year Promo,Instagram,2025-09-25,63654,7012,2444,1230,25561.43,11.02,3.65,10.46,20.78,50.33,34.85,2929315.64,114.6,India,Desktop,18-24,Other,Website Visitors,Static Image 1,google,organic
New Year Promo,Facebook,2025-09-26,123146,10367,4761,2576,18270.73,8.42,1.76,3.84,7.09,54.11,45.92,8853117.38,484.55,India,Desktop,35-44,Female,Retargeting,Carousel Ad,instagram,organic
Diwali Blast Sale,YouTube,2025-10-19,34225,2997,84,8,9336.38,8.76,3.12,111.15,1167.05,9.52,2.8,5887.17,0.63,Singapore,Tablet,45-54,Other,Website Visitors,Carousel Ad,facebook,cpc
Diwali Blast Sale,LinkedIn,2025-11-10,179277,19327,2111,331,23036.55,10.78,1.19,10.91,69.6,15.68,10.92,1557859.76,67.63,India,Mobile,25-34,Male,Retargeting,Static Image 2,facebook,cpc
New Year Promo,Facebook,2025-08-21,23815,171,32,17,14053.57,0.72,82.18,439.17,826.68,53.12,18.71,72571.0,5.16,Singapore,Tablet,45-54,Female,App Users,Carousel Ad,linkedin,cpc
New Year Promo,Facebook,2025-10-19,183961,18376,6832,769,5842.32,9.99,0.32,0.86,7.6,11.26,37.18,2877371.4,492.5,Singapore,Tablet,18-24,Female,Warm Audience,Static Image 1,youtube,paid_social
Diwali Blast Sale,LinkedIn,2025-09-06,163720,6097,1264,92,18832.14,3.72,3.09,14.9,204.7,7.28,20.73,335682.53,17.82,UAE,Tablet,55+,Female,Warm Audience,Video Creative B,instagram,cpc
Big Weekend Push,LinkedIn,2025-11-01,105810,8629,3290,75,27336.87,8.16,3.17,8.31,364.49,2.28,38.13,369596.46,13.52,UK,Desktop,35-44,Female,Retargeting,Static Image 2,linkedin,display
New Year Promo,Instagram,2025-10-14,184197,11161,4997,171,6092.16,6.06,0.55,1.22,35.63,3.42,44.77,534983.39,87.82,Singapore,Tablet,55+,Other,Warm Audience,Reel Format,instagram,organic
Summer Fest,Instagram,2025-10-02,192095,17580,8361,3420,6661.9,9.15,0.38,0.8,1.95,40.9,47.56,5542775.52,832.01,USA,Tablet,35-44,Other,Retargeting,Video Creative A,google,paid_social
Diwali Blast Sale,YouTube,2025-09-20,32036,3466,185,57,8385.92,10.82,2.42,45.33,147.12,30.81,5.34,74812.0,8.92,India,Desktop,45-54,Other,Website Visitors,Carousel Ad,facebook,paid_social
Summer Fest,Google Ads,2025-08-24,21109,2086,124,16,27092.06,9.88,12.99,218.48,1693.25,12.9,5.94,57926.08,2.14,USA,Desktop,18-24,Male,App Users,Reel Format,youtube,display
New Year Promo,LinkedIn,2025-08-28,33471,2480,328,188,15595.08,7.41,6.29,47.55,82.95,57.32,13.23,901087.52,57.78,UAE,Tablet,18-24,Female,App Users,Carousel Ad,google,cpc
New Year Promo,Google Ads,2025-10-10,8767,387,27,12,30114.98,4.41,77.82,1115.37,2509.58,44.44,6.98,9241.61,0.31,Singapore,Mobile,25-34,Other,High Intent Segment,Video Creative B,instagram,paid_social
New Year Promo,Instagram,2025-07-26,180588,18937,4020,671,10789.58,10.49,0.57,2.68,16.08,16.69,21.23,1987918.46,184.24,USA,Desktop,35-44,Male,Retargeting,Reel Format,facebook,display
Diwali Blast Sale,Google Ads,2025-08-22,11636,1208,490,61,26414.14,10.38,21.87,53.91,433.02,12.45,40.56,138461.43,5.24,India,Desktop,18-24,Female,Retargeting,Carousel Ad,google,paid_social
Summer Fest,Google Ads,2025-08-02,95594,7065,3410,252,23017.87,7.39,3.26,6.75,91.34,7.39,48.27,1159147.02,50.36,UAE,Mobile,45-54,Male,Cold Lookalike,Static Image 1,linkedin,cpc
Freedom Sale,Facebook,2025-08-06,6369,60,23,3,8363.41,0.94,139.39,363.63,2787.8,13.04,38.33,6702.9,0.8,USA,Tablet,25-34,Female,Cold Lookalike,Video Creative A,linkedin,paid_social
Back to School,LinkedIn,2025-07-22,147980,9741,555,92,33787.08,6.58,3.47,60.88,367.25,16.58,5.7,66209.71,1.96,USA,Tablet,18-24,Other,Retargeting,Static Image 1,linkedin,cpc
New Year Promo,LinkedIn,2025-08-31,6615,606,146,37,16003.6,9.16,26.41,109.61,432.53,25.34,24.09,149637.1,9.35,USA,Desktop,35-44,Female,Website Visitors,Static Image 2,facebook,display
Back to School,YouTube,2025-11-01,79449,5594,2700,304,11469.43,7.04,2.05,4.25,37.73,11.26,48.27,615082.5,53.63,UAE,Tablet,55+,Other,High Intent Segment,Static Image 1,youtube,display
New Year Promo,Google Ads,2025-09-19,64074,6557,576,78,32563.62,10.23,4.97,56.53,417.48,13.54,8.78,256304.51,7.87,Singapore,Desktop,45-54,Female,Retargeting,Video Creative B,instagram,display
Freedom Sale,Instagram,2025-10-25,149341,1843,306,171,17911.98,1.23,9.72,58.54,104.75,55.88,16.6,714987.72,39.92,Singapore,Desktop,18-24,Other,Warm Audience,Video Creative B,facebook,cpc
Summer Fest,LinkedIn,2025-10-11,95588,3395,781,251,5185.33,3.55,1.53,6.64,20.66,32.14,23.0,1214846.93,234.29,USA,Desktop,35-44,Male,App Users,Video Creative B,google,organic
Freedom Sale,LinkedIn,2025-10-14,151845,16186,3032,520,13474.03,10.66,0.83,4.44,25.91,17.15,18.73,2005142.19,148.82,UK,Mobile,55+,Other,Cold Lookalike,Carousel Ad,linkedin,organic
Big Weekend Push,Google Ads,2025-09-11,135253,11742,5715,874,19867.17,8.68,1.69,3.48,22.73,15.29,48.67,1918612.25,96.57,Singapore,Tablet,25-34,Other,Cold Lookalike,Carousel Ad,facebook,paid_social
Diwali Blast Sale,YouTube,2025-10-06,53838,4398,1186,455,14691.46,8.17,3.34,12.39,32.29,38.36,26.97,1480984.32,100.81,UK,Mobile,18-24,Female,App Users,Static Image 2,youtube,organic
Freedom Sale,LinkedIn,2025-08-14,61801,2383,1155,322,4961.11,3.86,2.08,4.3,15.41,27.88,48.47,367852.8,74.15,Singapore,Mobile,45-54,Male,Website Visitors,Static Image 1,google,cpc
Summer Fest,LinkedIn,2025-10-15,53789,2006,188,28,34264.23,3.73,17.08,182.26,1223.72,14.89,9.37,139244.38,4.06,UK,Mobile,35-44,Male,Website Visitors,Reel Format,instagram,display
Big Weekend Push,Instagram,2025-10-16,199133,7117,1211,236,21926.19,3.57,3.08,18.11,92.91,19.49,17.02,874241.12,39.87,India,Desktop,18-24,Other,Retargeting,Video Creative A,facebook,display
Summer Fest,YouTube,2025-10-25,153128,17773,8818,2274,10986.67,11.61,0.62,1.25,4.83,25.79,49.61,9015187.35,820.56,UK,Tablet,45-54,Male,Website Visitors,Video Creative B,youtube,paid_social
Freedom Sale,Google Ads,2025-11-11,185405,6774,669,283,31259.86,3.65,4.61,46.73,110.46,42.3,9.88,1137339.51,36.38,UAE,Mobile,25-34,Other,Retargeting,Video Creative A,google,display
Freedom Sale,Google Ads,2025-08-13,197979,22733,5105,144,33892.39,11.48,1.49,6.64,235.36,2.82,22.46,176150.8,5.2,Singapore,Desktop,25-34,Female,Retargeting,Static Image 1,linkedin,organic
Big Weekend Push,Instagram,2025-08-31,192906,9517,735,145,13310.93,4.93,1.4,18.11,91.8,19.73,7.72,621629.02,46.7,USA,Mobile,35-44,Male,Cold Lookalike,Video Creative B,youtube,organic
Back to School,Instagram,2025-09-27,91518,2104,694,386,25541.95,2.3,12.14,36.8,66.17,55.62,32.98,1255739.98,49.16,India,Mobile,55+,Other,Warm Audience,Static Image 1,linkedin,cpc
Summer Fest,LinkedIn,2025-08-18,39554,618,146,57,16475.32,1.56,26.66,112.84,289.04,39.04,23.62,239597.21,14.54,UAE,Desktop,25-34,Female,Warm Audience,Video Creative A,facebook,display
