Campaign name,Ad Set Name,Ad name,Page Name,Ads,Age,Gender,City,Day,Delivery status,Delivery level,Ad Set Name (Duplicate),Attribution setting,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Frequency,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Clicks (all),CPC (all),Conversion rate ranking,Engagement rate ranking,Quality ranking,ThruPlays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,Cost per 2-second continuous video play,Cost per 3-second video play,Cost per ThruPlay,Cost per Lead,Ad name (Duplicate),Campaign name (Duplicate),Image name,Video name,Reporting starts,Reporting ends
Advanced Excel Workshop,Referral Program Set,Ad 14,Data Insights Academy,Ad 14,30,male,Ahmedabad,13-08-2025,delivering,adset,Referral Program Set,7-day click or 1-day view,conversion,32,901,2419,5.02,382.79,1.35,45,8.92,89.85,4.04,51,13.22,-,Average,-,429,315,363,271,322,190,106.26,733,4.94,4.33,44.36,41.06,Ad 14,Advanced Excel Workshop,tenetur_promo.png,earum.mp4,13-08-2025,05-09-2025
Power BI Mastery,Branding Set,Ad 2,SkillUp Learning,Ad 2,21,female,Visakhapatnam,30-03-2024,not_delivering,adset,Branding Set,7-day click or 1-day view,conversion,13,1100,1716,12.24,223.33,2.14,47,8.46,95.63,4.53,62,10.54,Above average,Below average,Average,230,288,319,91,82,22,27.91,422,3.66,0.92,16.12,28.38,Ad 2,Power BI Mastery,voluptatibus_promo.png,accusamus.mp4,30-03-2024,26-08-2024
Data Analytics Bootcamp,Excel Mastery Set,Ad 2,Data Insights Academy,Ad 2,19,male,Coimbatore,29-04-2024,not_delivering,adset,Excel Mastery Set,7-day click or 1-day view,conversion,33,425,679,44.53,776.78,2.09,138,2.61,91.31,3.82,264,9.05,Below average,Below average,-,91,118,109,62,32,31,113.1,145,2.75,1.57,8.27,39.79,Ad 2,Data Analytics Bootcamp,earum_promo.png,repellendus.mp4,29-04-2024,27-01-2025
Python Data Science Track,Marketing Automation Set,Ad 3,Analytics Gurukul,Ad 3,41,male,Kochi,05-12-2024,not_delivering,campaign,Marketing Automation Set,1-day click,conversion,34,868,2484,10.62,726.1,1.92,15,6.68,80.7,6.12,25,2.71,-,-,Average,120,317,287,169,148,83,91.9,403,1.86,4.8,42.76,47.86,Ad 3,Python Data Science Track,eaque_promo.png,doloribus.mp4,05-12-2024,10-02-2025
Python for Beginners,Content Marketing Set,Ad 7,SkillUp Learning,Ad 7,42,female,Pune,12-11-2024,delivering,campaign,Content Marketing Set,7-day click,conversion,9,185,1833,12.71,655.21,1.82,7,13.75,58.63,2.43,10,3.61,Above average,Below average,-,36,81,79,91,58,29,90.22,133,3.24,1.55,19.13,35.84,Ad 7,Python for Beginners,sit_promo.png,iure.mp4,12-11-2024,31-05-2025
AI & ML Foundations,Excel Mastery Set,Ad 1,Code & Data,Ad 1,40,male,Visakhapatnam,01-02-2025,not_delivering,adset,Excel Mastery Set,7-day click or 1-day view,conversion,22,1088,1141,45.59,431.43,0.96,25,12.82,88.5,4.18,53,12.33,Above average,Average,Above average,658,737,666,635,145,253,20.04,1054,4.86,3.93,44.74,36.88,Ad 1,AI & ML Foundations,vitae_promo.png,impedit.mp4,01-02-2025,12-03-2025
Python for Beginners,Customer Onboarding Set,Ad 13,Data Insights Academy,Ad 13,43,female,Pune,24-04-2024,delivering,campaign,Customer Onboarding Set,7-day click,conversion,0,160,691,25.02,112.97,0.8,5,7.48,96.55,5.69,12,4.3,Below average,Average,-,31,58,46,21,10,19,25.77,95,1.97,1.79,28.46,33.35,Ad 13,Python for Beginners,magni_promo.png,repellendus.mp4,24-04-2024,22-12-2024
Data Analytics Bootcamp,Data Visualization Set,Ad 9,Analytics Gurukul,Ad 9,20,male,Chennai,18-05-2025,not_delivering,adset,Data Visualization Set,1-day click,conversion,13,316,612,20.77,735.89,1.34,34,4.75,58.27,4.98,41,11.03,Below average,Above average,Average,159,98,154,128,65,42,107,209,1.17,4.35,26.37,38.7,Ad 9,Data Analytics Bootcamp,excepturi_promo.png,sunt.mp4,18-05-2025,14-10-2025
Digital Marketing Essentials,Branding Set,Ad 13,SkillUp Learning,Ad 13,31,female,Chennai,16-05-2025,not_delivering,adset,Branding Set,7-day click,conversion,8,402,1714,46.15,515.3,2.21,2,4.14,62.97,6.53,2,2.89,Above average,-,-,151,195,102,91,35,56,90.66,303,4.77,4.11,36.33,24.12,Ad 13,Digital Marketing Essentials,sapiente_promo.png,blanditiis.mp4,16-05-2025,27-09-2025
Advanced Excel Workshop,Power BI Set,Ad 5,Analytics Gurukul,Ad 5,21,male,Madurai,23-06-2024,not_delivering,adset,Power BI Set,1-day click,conversion,35,458,988,5.13,357.87,1.18,109,13.45,56.03,0.54,305,11.72,Below average,Below average,Average,13,43,19,26,15,2,65.7,49,1.41,1.22,3.62,39.11,Ad 5,Advanced Excel Workshop,nostrum_promo.png,ipsum.mp4,23-06-2024,05-03-2025
Python Data Science Track,Data Visualization Set,Ad 13,Analytics Gurukul,Ad 13,25,male,Hyderabad,03-03-2025,not_delivering,ad,Data Visualization Set,7-day click or 1-day view,conversion,27,128,1295,13.72,622.98,0.52,0,8.99,57.88,0.81,2,10.38,-,Above average,Above average,16,32,32,47,14,20,45.33,70,4.93,3.22,20.1,41.93,Ad 13,Python Data Science Track,facilis_promo.png,deleniti.mp4,03-03-2025,03-06-2025
Python for Beginners,Product Launch Set,Ad 11,Data Insights Academy,Ad 11,32,male,Pune,02-03-2025,delivering,adset,Product Launch Set,7-day click,conversion,34,665,2111,45.52,711.08,1.17,43,1.63,99.26,4.96,127,12.89,Below average,Above average,Average,129,159,81,94,44,38,39.7,227,4.38,4.49,35.84,47.84,Ad 11,Python for Beginners,ad_promo.png,quas.mp4,02-03-2025,21-07-2025
SQL Skills Training,SQL Insights Set,Ad 14,SkillUp Learning,Ad 14,17,male,Chennai,28-08-2025,not_delivering,adset,SQL Insights Set,1-day click,conversion,23,580,1358,32.84,717.14,1.83,35,14.64,80.16,1.41,76,3.58,Above average,-,-,36,32,36,43,23,3,17.69,63,2.74,2.13,43.42,43.75,Ad 14,SQL Skills Training,numquam_promo.png,autem.mp4,28-08-2025,04-09-2025
Full Stack Analytics Program,Power BI Set,Ad 1,SkillUp Learning,Ad 1,19,male,Visakhapatnam,03-06-2024,delivering,campaign,Power BI Set,7-day click,conversion,12,228,1348,18.37,417,0.97,49,8.52,67.15,5.11,125,2.46,Below average,-,-,118,129,54,35,22,38,27.2,167,2.3,3.06,45.26,45.87,Ad 1,Full Stack Analytics Program,natus_promo.png,fugiat.mp4,03-06-2024,14-08-2024
Digital Marketing Essentials,SQL Insights Set,Ad 5,Code & Data,Ad 5,30,male,Trivandrum,11-12-2024,delivering,ad,SQL Insights Set,7-day click,conversion,11,1101,2006,27.86,383.99,2.77,37,8.21,71.28,3.01,87,7.84,Below average,Below average,Average,570,401,221,445,323,105,74.34,720,2.23,3.73,22.45,27,Ad 5,Digital Marketing Essentials,sapiente_promo.png,earum.mp4,11-12-2024,06-02-2025
Digital Marketing Essentials,Video Ads Set,Ad 5,Code & Data,Ad 5,19,female,Kochi,10-06-2024,not_delivering,adset,Video Ads Set,7-day click or 1-day view,conversion,3,274,333,9.2,470.51,2.99,4,10.32,55.83,6.37,10,14.69,Average,-,Below average,54,40,36,19,23,9,55.46,70,1.8,2.15,48.26,33.58,Ad 5,Digital Marketing Essentials,maiores_promo.png,magnam.mp4,10-06-2024,25-10-2024
SQL Skills Training,Customer Success Set,Ad 3,Data Insights Academy,Ad 3,36,male,Mumbai,30-06-2024,delivering,adset,Customer Success Set,7-day click or 1-day view,conversion,37,1087,1593,24.47,114.13,2.6,58,3.3,59,5.01,81,7.29,Below average,-,Above average,232,346,366,299,176,53,117.88,733,3.63,2.07,20.93,41.79,Ad 3,SQL Skills Training,officia_promo.png,quibusdam.mp4,30-06-2024,20-01-2025
Python for Beginners,Referral Program Set,Ad 5,Analytics Gurukul,Ad 5,16,male,Bengaluru,29-09-2024,delivering,adset,Referral Program Set,1-day click,conversion,24,206,753,49.75,256.19,1.25,49,7.95,56.66,4.45,142,0.63,Average,Above average,-,10,23,20,12,11,3,78.12,29,4.95,4.25,49.75,37.37,Ad 5,Python for Beginners,dignissimos_promo.png,dolorem.mp4,29-09-2024,26-12-2024
Power BI Mastery,Data Visualization Set,Ad 10,Analytics Gurukul,Ad 10,17,male,Kochi,28-05-2024,delivering,adset,Data Visualization Set,7-day click,conversion,10,610,1642,30.11,270.03,2.33,52,13.43,81.84,3.02,114,1.38,Below average,Below average,Below average,165,288,197,128,176,38,16.6,406,3.82,2.54,5.1,20.4,Ad 10,Power BI Mastery,ipsum_promo.png,voluptatibus.mp4,28-05-2024,16-10-2024
Python for Beginners,Lead Gen Set,Ad 14,Analytics Gurukul,Ad 14,35,male,Bengaluru,23-07-2024,delivering,campaign,Lead Gen Set,7-day click,conversion,8,909,1393,19.65,299.83,1.54,13,14.17,56.3,1.76,20,1.25,Average,-,Above average,153,272,230,125,173,23,49.5,356,3.63,4,29.45,38.03,Ad 14,Python for Beginners,mollitia_promo.png,fuga.mp4,23-07-2024,24-12-2024
Python Data Science Track,AI Solutions Set,Ad 3,SkillUp Learning,Ad 3,39,male,Mumbai,07-05-2025,not_delivering,ad,AI Solutions Set,1-day click,conversion,21,480,1285,6.2,591.93,2.75,6,11.91,59.16,2.85,12,11.66,Average,Average,Above average,328,295,305,210,183,123,103.56,464,3.65,4.5,5.03,39.33,Ad 3,Python Data Science Track,deserunt_promo.png,inventore.mp4,07-05-2025,22-05-2025
Digital Marketing Essentials,Conversion Optimization Set,Ad 2,Analytics Gurukul,Ad 2,38,male,Madurai,22-01-2025,not_delivering,campaign,Conversion Optimization Set,7-day click or 1-day view,conversion,5,78,1541,30.6,421.43,0.92,4,3.25,86.39,5.9,9,14.13,Average,Average,Above average,32,41,35,18,10,8,34.58,60,3.23,2.76,24.47,49.27,Ad 2,Digital Marketing Essentials,velit_promo.png,cumque.mp4,22-01-2025,08-08-2025
Digital Marketing Essentials,Retention Program Set,Ad 5,Data Insights Academy,Ad 5,30,female,Chennai,30-05-2025,not_delivering,ad,Retention Program Set,1-day click,conversion,9,720,2404,14.4,498.97,2.79,13,5.59,75.36,0.73,38,13.17,Above average,-,Average,121,266,173,145,139,80,15.43,465,3.89,2.01,21.64,41.55,Ad 5,Digital Marketing Essentials,quaerat_promo.png,eligendi.mp4,30-05-2025,19-07-2025
Power BI Mastery,Customer Feedback Set,Ad 12,SkillUp Learning,Ad 12,16,female,Hyderabad,17-11-2024,delivering,campaign,Customer Feedback Set,7-day click,conversion,12,346,745,31.08,375.94,0.81,20,13.05,65.11,5.8,32,3.83,Average,Above average,Below average,114,80,84,93,69,20,113.05,179,3.19,2.8,3.58,23.15,Ad 12,Power BI Mastery,rem_promo.png,enim.mp4,17-11-2024,19-08-2025
Python Data Science Track,Video Ads Set,Ad 2,Code & Data,Ad 2,32,male,Visakhapatnam,23-06-2024,delivering,campaign,Video Ads Set,7-day click,conversion,26,82,619,36.02,564.84,2.51,109,6.24,50.79,2.99,304,0.83,Below average,Below average,Average,13,54,40,26,22,13,31.31,64,1.86,2.87,20.55,34.18,Ad 2,Python Data Science Track,nemo_promo.png,soluta.mp4,23-06-2024,12-09-2025
Python for Beginners,Python Analytics Set,Ad 6,SkillUp Learning,Ad 6,32,female,Pune,25-04-2025,not_delivering,adset,Python Analytics Set,1-day click,conversion,4,538,1390,17.01,780.06,2.89,7,12.63,67.05,0.76,8,12.36,Average,Above average,-,252,191,215,224,61,111,61.08,454,1.76,1.38,24.47,44.63,Ad 6,Python for Beginners,magnam_promo.png,possimus.mp4,25-04-2025,12-06-2025
Business Analytics Certification,Cross-sell Campaign Set,Ad 12,SkillUp Learning,Ad 12,44,female,Chennai,14-07-2024,delivering,adset,Cross-sell Campaign Set,7-day click,conversion,9,895,2306,20.68,356.08,2.88,3,4.87,54.76,3.4,9,1.71,-,Average,Average,259,449,174,233,204,157,37.15,556,4.12,2.02,8.59,44.89,Ad 12,Business Analytics Certification,natus_promo.png,aut.mp4,14-07-2024,13-08-2024
Power BI Mastery,Loyalty Program Set,Ad 9,Analytics Gurukul,Ad 9,33,female,Ahmedabad,03-08-2024,not_delivering,ad,Loyalty Program Set,7-day click or 1-day view,conversion,35,214,1598,17.45,157.89,0.74,176,14.91,91.83,0.9,403,4.53,Average,-,Average,124,97,137,121,38,32,16.77,183,1.52,2.04,8.97,22.47,Ad 9,Power BI Mastery,officia_promo.png,maxime.mp4,03-08-2024,30-03-2025
Business Analytics Certification,Email Campaign Set,Ad 2,Data Insights Academy,Ad 2,19,female,Bengaluru,28-05-2024,not_delivering,ad,Email Campaign Set,7-day click,conversion,14,416,603,19.33,289.8,1.38,17,12.47,91.26,4.74,45,3.11,Above average,Below average,Below average,90,222,135,57,105,41,44.66,274,0.8,3.78,22.68,36.05,Ad 2,Business Analytics Certification,sunt_promo.png,deserunt.mp4,28-05-2024,15-01-2025
Python Data Science Track,Data Visualization Set,Ad 11,Analytics Gurukul,Ad 11,27,male,Coimbatore,19-04-2024,not_delivering,adset,Data Visualization Set,7-day click or 1-day view,conversion,20,368,1900,31.48,723.32,1.19,89,3.82,81.97,5.75,246,10.78,Average,Above average,-,83,99,81,60,14,20,119.58,126,3.62,3.76,41.97,33.82,Ad 11,Python Data Science Track,hic_promo.png,iste.mp4,19-04-2024,16-03-2025
Data Analytics Bootcamp,Content Marketing Set,Ad 11,Data Insights Academy,Ad 11,17,male,Mysuru,08-12-2024,delivering,campaign,Content Marketing Set,7-day click,conversion,31,209,362,25.99,98.2,0.51,119,9.63,92.1,5.17,321,14.9,-,Average,Average,70,103,40,70,27,18,14.7,131,2.26,1.71,48.71,43.48,Ad 11,Data Analytics Bootcamp,et_promo.png,natus.mp4,08-12-2024,10-06-2025
Python Data Science Track,Reporting & Insights Set,Ad 10,Data Insights Academy,Ad 10,43,female,Madurai,29-06-2024,not_delivering,ad,Reporting & Insights Set,7-day click or 1-day view,conversion,5,1157,2400,30.63,61.15,0.84,15,2.47,78.66,6.59,26,11.78,Above average,Above average,-,672,634,428,463,333,163,56.95,936,3.35,0.82,4.45,40.72,Ad 10,Python Data Science Track,aliquid_promo.png,repudiandae.mp4,29-06-2024,30-01-2025
Business Analytics Certification,Customer Onboarding Set,Ad 7,SkillUp Learning,Ad 7,40,female,Coimbatore,04-07-2025,delivering,ad,Customer Onboarding Set,7-day click,conversion,24,836,2489,17.27,634.72,1.55,84,6.68,95.86,6.31,178,8,Above average,-,-,173,225,188,104,63,86,24.71,312,0.66,4.92,18.28,21.36,Ad 7,Business Analytics Certification,odit_promo.png,numquam.mp4,04-07-2025,05-08-2025
Advanced Excel Workshop,Marketing Automation Set,Ad 2,Data Insights Academy,Ad 2,30,female,Mysuru,26-04-2025,delivering,adset,Marketing Automation Set,7-day click or 1-day view,conversion,40,608,1479,38.8,327.55,0.81,100,2.58,75.22,4.99,201,2.24,Average,Average,Above average,63,170,133,56,24,51,38.89,202,1.28,4.47,29.27,23.23,Ad 2,Advanced Excel Workshop,aperiam_promo.png,distinctio.mp4,26-04-2025,28-05-2025
Data Analytics Bootcamp,SQL Insights Set,Ad 6,Code & Data,Ad 6,15,female,Visakhapatnam,18-03-2024,delivering,ad,SQL Insights Set,1-day click,conversion,5,366,1617,22.19,728.56,2.32,1,9.64,60.17,1.48,1,5.82,-,Above average,Average,4,4,6,7,2,0,56.54,11,4.62,1.39,31.84,36.39,Ad 6,Data Analytics Bootcamp,eligendi_promo.png,aspernatur.mp4,18-03-2024,21-03-2025
Python Data Science Track,Engagement Set,Ad 8,Data Insights Academy,Ad 8,37,female,Pondicherry,15-03-2025,delivering,adset,Engagement Set,7-day click,conversion,25,348,1221,34.03,328.65,1.91,117,9.11,84.68,5.37,342,14.03,Average,Above average,Average,37,42,49,38,15,16,84.86,66,3.26,4.2,27.36,26.72,Ad 8,Python Data Science Track,ad_promo.png,eaque.mp4,15-03-2025,11-05-2025
Python for Beginners,Excel Mastery Set,Ad 13,SkillUp Learning,Ad 13,16,male,Chennai,01-05-2025,delivering,ad,Excel Mastery Set,1-day click,conversion,21,655,1258,43.49,460.45,2.76,69,8.26,56.76,1.71,114,7.27,Average,Below average,Above average,122,149,56,39,52,22,48.67,180,1.81,2.98,21.28,46.06,Ad 13,Python for Beginners,amet_promo.png,numquam.mp4,01-05-2025,13-06-2025
Full Stack Analytics Program,Retention Strategies Set,Ad 5,Data Insights Academy,Ad 5,28,male,Coimbatore,10-05-2024,delivering,ad,Retention Strategies Set,7-day click,conversion,38,1009,1982,42.94,347.52,1.7,176,7.01,72.2,3.87,448,4.38,Below average,Average,Below average,181,366,238,184,219,159,16.89,619,3.78,3.12,15.57,40.76,Ad 5,Full Stack Analytics Program,aliquid_promo.png,quidem.mp4,10-05-2024,13-02-2025
Digital Marketing Essentials,Cross-sell Campaign Set,Ad 2,Data Insights Academy,Ad 2,40,female,Chennai,24-08-2025,delivering,ad,Cross-sell Campaign Set,1-day click,conversion,3,108,123,14.1,544.13,2.14,20,2.44,99.33,6.88,37,3.88,Average,Average,Average,36,50,35,38,24,18,103.85,71,0.81,2.15,39.9,25.02,Ad 2,Digital Marketing Essentials,quae_promo.png,dicta.mp4,24-08-2025,06-10-2025
Power BI Mastery,Product Launch Set,Ad 6,Data Insights Academy,Ad 6,38,male,Visakhapatnam,25-04-2025,not_delivering,ad,Product Launch Set,1-day click,conversion,31,818,2654,48.5,623.48,2.16,119,10.93,60.12,1.77,335,0.55,Above average,Above average,Above average,115,270,223,221,40,93,51.11,339,4.54,3.37,41.83,42.63,Ad 6,Power BI Mastery,nisi_promo.png,est.mp4,25-04-2025,10-09-2025
Python Data Science Track,Landing Page Optimization Set,Ad 9,Analytics Gurukul,Ad 9,45,male,Coimbatore,09-03-2024,delivering,campaign,Landing Page Optimization Set,7-day click or 1-day view,conversion,22,597,948,32.49,366.22,2.14,14,7.55,76.06,6.81,39,7.68,Average,Below average,Average,229,237,173,93,40,83,16.47,333,1.76,4.91,48.35,31.46,Ad 9,Python Data Science Track,corrupti_promo.png,fugiat.mp4,09-03-2024,23-05-2025
Full Stack Analytics Program,Paid Media Set,Ad 15,Code & Data,Ad 15,44,male,Visakhapatnam,12-03-2025,delivering,campaign,Paid Media Set,1-day click,conversion,6,396,2131,49.56,319.03,1.26,15,7.06,50.44,0.8,16,2.03,Below average,Below average,Average,5,7,3,2,2,1,109.26,10,1.29,4.9,24.62,29.08,Ad 15,Full Stack Analytics Program,error_promo.png,mollitia.mp4,12-03-2025,11-08-2025
Full Stack Analytics Program,Product Launch Set,Ad 4,SkillUp Learning,Ad 4,33,female,Pune,13-09-2025,not_delivering,campaign,Product Launch Set,7-day click,conversion,6,170,884,12.33,553.28,1.19,18,1.02,91.16,5.4,32,2.45,Below average,Below average,Above average,86,102,97,97,59,40,58.43,140,3.7,0.84,37.01,37.1,Ad 4,Full Stack Analytics Program,alias_promo.png,perspiciatis.mp4,13-09-2025,15-10-2025
Data Analytics Bootcamp,SQL Insights Set,Ad 12,Analytics Gurukul,Ad 12,29,male,Tirupati,16-09-2025,not_delivering,ad,SQL Insights Set,7-day click,conversion,16,313,1759,34.74,589.61,0.51,9,1.8,92.96,1.84,29,9.3,Average,-,Above average,30,40,59,24,39,17,102.71,89,3.12,3.98,12.34,38.46,Ad 12,Data Analytics Bootcamp,temporibus_promo.png,vero.mp4,16-09-2025,07-10-2025
Data Analytics Bootcamp,Conversion Optimization Set,Ad 5,Analytics Gurukul,Ad 5,26,male,Kochi,19-07-2024,not_delivering,campaign,Conversion Optimization Set,1-day click,conversion,34,1080,2273,32.47,167.92,1.29,107,5.63,84.57,1.76,166,7.74,Average,Above average,Above average,203,464,375,365,268,218,72.6,1019,3.31,4.32,7.04,44.45,Ad 5,Data Analytics Bootcamp,quae_promo.png,sint.mp4,19-07-2024,27-02-2025
Digital Marketing Essentials,Lead Gen Set,Ad 10,SkillUp Learning,Ad 10,43,male,Bengaluru,26-01-2025,not_delivering,adset,Lead Gen Set,7-day click or 1-day view,conversion,37,418,826,30.95,761.73,0.81,31,12.17,51.45,6.91,48,8.36,Average,Below average,-,55,45,41,44,39,20,97.5,93,0.84,3.25,15.51,34.85,Ad 10,Digital Marketing Essentials,accusantium_promo.png,aliquam.mp4,26-01-2025,15-02-2025
AI & ML Foundations,Python Analytics Set,Ad 13,Data Insights Academy,Ad 13,35,female,Tirupati,04-09-2025,delivering,ad,Python Analytics Set,1-day click,conversion,7,897,2031,13.85,677.44,0.95,13,12.12,72.86,2.61,29,8.86,Above average,Average,-,437,699,561,348,276,251,82.26,893,1.99,1.4,24.32,39.65,Ad 13,AI & ML Foundations,eveniet_promo.png,maiores.mp4,04-09-2025,04-10-2025
SQL Skills Training,Webinar Promotion Set,Ad 8,Analytics Gurukul,Ad 8,43,female,Visakhapatnam,05-08-2024,delivering,campaign,Webinar Promotion Set,7-day click,conversion,40,1043,1578,11.94,455.89,0.79,156,9.5,67.48,4.82,179,3.17,Below average,Average,Above average,127,160,90,109,25,38,20.35,228,4.12,3.24,19.18,49.6,Ad 8,SQL Skills Training,nisi_promo.png,asperiores.mp4,05-08-2024,26-12-2024
AI & ML Foundations,Market Analysis Set,Ad 15,SkillUp Learning,Ad 15,25,male,Delhi,12-10-2025,not_delivering,ad,Market Analysis Set,7-day click,conversion,19,116,347,23.72,183.65,2.13,85,7.03,98.77,6.86,221,12.69,Average,Average,-,57,61,68,47,27,16,47.93,97,0.67,2.92,41.79,37.7,Ad 15,AI & ML Foundations,dolorum_promo.png,dolores.mp4,12-10-2025,12-10-2025
Power BI Mastery,Growth Hacking Set,Ad 5,SkillUp Learning,Ad 5,38,female,Madurai,26-07-2024,delivering,campaign,Growth Hacking Set,1-day click,conversion,2,255,1253,45.45,288.61,2.2,17,5.7,88.22,4.14,23,7.71,-,-,Above average,28,20,16,19,9,6,29.57,36,3.53,4.94,33.13,20.06,Ad 5,Power BI Mastery,earum_promo.png,ut.mp4,26-07-2024,10-10-2024
Business Analytics Certification,Digital Marketing Set,Ad 3,Data Insights Academy,Ad 3,45,female,Delhi,07-10-2024,delivering,ad,Digital Marketing Set,1-day click,conversion,9,1117,2877,9.04,490.03,1.89,22,10.38,67.03,2.13,66,12.09,-,-,Below average,258,208,269,174,104,38,14.99,410,3.26,0.64,6.4,21.6,Ad 3,Business Analytics Certification,provident_promo.png,nisi.mp4,07-10-2024,27-01-2025
Python for Beginners,Ad Testing Set,Ad 4,Code & Data,Ad 4,35,male,Madurai,12-04-2025,delivering,adset,Ad Testing Set,1-day click,conversion,20,339,347,23.28,181.56,1.74,7,12.25,55.43,0.66,15,2.14,Above average,-,Above average,72,175,139,112,125,89,24.38,332,3.23,4.54,32.79,32.51,Ad 4,Python for Beginners,quam_promo.png,quo.mp4,12-04-2025,12-07-2025
Power BI Mastery,Power BI Set,Ad 9,Analytics Gurukul,Ad 9,37,male,Kochi,01-08-2024,delivering,adset,Power BI Set,1-day click,conversion,16,790,933,49.63,559.71,2.17,42,1.47,62.41,3.35,102,11.39,Average,-,-,167,387,454,359,130,89,92.26,725,0.86,2.42,39.42,34.1,Ad 9,Power BI Mastery,nobis_promo.png,magnam.mp4,01-08-2024,14-11-2024
Power BI Mastery,AI Solutions Set,Ad 15,Analytics Gurukul,Ad 15,37,male,Trivandrum,27-04-2025,not_delivering,ad,AI Solutions Set,7-day click,conversion,26,202,1313,39.71,387.13,1.47,38,14.09,83.05,5.85,74,6.61,-,Above average,Below average,15,28,34,13,18,9,98.33,43,0.88,3.18,49.85,48.44,Ad 15,Power BI Mastery,quibusdam_promo.png,est.mp4,27-04-2025,18-07-2025
AI & ML Foundations,Market Analysis Set,Ad 12,Analytics Gurukul,Ad 12,15,male,Bengaluru,28-08-2024,not_delivering,ad,Market Analysis Set,7-day click or 1-day view,conversion,31,741,1486,42.59,623.92,1.75,64,13.06,90.31,2.04,180,13.08,Below average,Below average,Above average,404,311,291,508,114,217,36.21,729,1.45,2.87,43.72,43.38,Ad 12,AI & ML Foundations,ab_promo.png,consequatur.mp4,28-08-2024,29-09-2024
