driver_id,trip_id,overspeed_events,harsh_brake_events,rapid_accel_events,idling_minutes,night_driving_minutes,distraction_score,safety_score,seatbelt_violation_count,camera_distraction_alerts,sharp_turn_events,avg_following_distance_meters,traffic_signal_violations,fatigue_alerts,driving_hours_this_week,eco_score,risk_category
DR_194,TRIP_2658,10,4,6,26,8,0.53,69,2,3,6,7.04,0,0,37,82.94,Low
DR_140,TRIP_2659,2,0,0,5,17,0.82,96,0,2,2,6.07,2,2,50,61.1,High
DR_156,TRIP_2660,1,1,6,17,84,0.49,88,2,1,1,11.45,4,0,26,69.19,Low
DR_91,TRIP_2661,4,6,0,35,112,0.14,80,1,3,5,17.01,3,2,45,58.68,High
DR_144,TRIP_2662,4,5,3,9,108,0.88,83,3,4,1,11.24,2,1,31,64.65,Medium
DR_85,TRIP_2663,7,4,4,19,71,0.43,77,2,5,1,28.5,2,1,44,52.86,Medium
DR_66,TRIP_2664,0,8,3,1,38,0.87,87,3,5,1,9.39,4,0,30,63.76,Medium
DR_174,TRIP_2665,8,0,4,20,70,0.21,80,1,0,4,5.8,4,3,16,64.46,Low
DR_125,TRIP_2666,5,5,5,7,47,0.13,80,2,2,0,39.94,0,1,68,96.07,High
DR_281,TRIP_2667,2,8,3,39,38,0.84,77,2,4,1,28.07,1,3,62,54.84,Medium
DR_272,TRIP_2668,4,6,4,15,52,0.11,80,1,2,1,23.41,0,3,28,81.22,Medium
DR_49,TRIP_2669,3,7,1,36,60,0.88,79,3,4,3,34.26,3,3,52,56.56,Medium
DR_49,TRIP_2670,6,3,1,25,107,0.61,82,1,5,6,33.62,2,1,37,55.52,High
DR_73,TRIP_2671,5,5,3,16,86,0.58,80,0,5,6,12.86,1,1,16,55.58,Low
DR_146,TRIP_2672,1,7,5,17,115,0.41,82,3,5,1,10.12,3,0,64,72.0,Medium
DR_64,TRIP_2673,9,1,2,39,91,0.11,76,2,1,6,35.38,0,0,32,68.56,High
DR_124,TRIP_2674,3,1,0,39,60,0.61,87,3,1,4,28.67,4,2,21,95.54,Low
DR_151,TRIP_2675,3,6,6,11,104,0.58,80,3,1,1,22.86,3,0,26,84.26,Low
DR_259,TRIP_2676,4,3,6,28,87,0.75,79,1,5,0,10.22,0,2,28,98.48,Low
DR_111,TRIP_2677,0,4,0,1,44,0.25,95,3,3,4,27.39,2,0,43,74.41,Medium
DR_69,TRIP_2678,2,3,0,31,116,0.6,88,1,0,1,29.49,2,0,37,54.51,Low
DR_246,TRIP_2679,2,3,6,20,27,0.67,83,1,3,2,16.3,3,3,63,54.87,High
DR_61,TRIP_2680,3,1,5,29,92,0.41,83,2,4,1,18.34,4,3,64,68.99,Low
DR_221,TRIP_2681,9,5,3,2,45,0.46,77,0,5,2,15.95,1,2,31,81.31,High
DR_46,TRIP_2682,10,1,0,11,33,0.47,82,1,5,1,32.45,4,2,64,84.65,Low
DR_236,TRIP_2683,4,5,5,38,85,0.15,75,2,4,2,36.02,1,0,36,76.12,High
DR_95,TRIP_2684,9,6,4,33,40,0.2,69,3,1,5,33.78,4,0,29,51.36,High
DR_174,TRIP_2685,5,6,0,38,49,0.58,78,0,1,2,7.63,2,2,10,57.42,Low
DR_193,TRIP_2686,7,1,6,25,109,0.89,77,2,1,0,21.46,2,0,56,76.28,Medium
DR_233,TRIP_2687,0,6,1,37,33,0.47,85,2,2,2,17.76,4,2,67,92.37,Low
DR_34,TRIP_2688,6,8,3,18,53,0.22,75,0,5,5,33.61,0,3,40,94.17,High
DR_213,TRIP_2689,0,4,6,22,82,0.43,85,3,3,5,6.96,0,2,33,64.14,High
DR_31,TRIP_2690,10,7,5,28,112,0.17,66,0,5,2,13.72,2,3,28,54.69,Medium
DR_134,TRIP_2691,0,2,2,12,92,0.48,93,2,3,5,20.59,3,0,34,84.56,Medium
DR_169,TRIP_2692,10,4,0,13,81,0.6,78,2,3,1,27.2,0,1,70,51.15,High
DR_20,TRIP_2693,4,8,1,21,31,0.72,80,3,5,3,13.36,3,3,49,56.25,Low
DR_154,TRIP_2694,0,1,5,12,26,0.39,91,0,3,3,25.45,2,3,32,96.84,High
DR_171,TRIP_2695,6,4,3,1,70,0.43,83,1,1,1,26.52,2,1,44,96.11,Low
DR_295,TRIP_2696,0,8,0,26,85,0.73,86,0,4,6,11.83,0,2,17,90.21,High
DR_189,TRIP_2697,5,8,1,28,96,0.21,77,1,3,4,9.11,2,3,13,78.45,High
DR_123,TRIP_2698,3,3,5,29,35,0.15,81,3,3,6,14.37,3,0,41,66.5,High
DR_258,TRIP_2699,10,8,5,37,37,0.89,63,0,3,0,22.87,0,3,33,76.28,Low
DR_144,TRIP_2700,3,1,2,7,52,0.73,91,2,5,3,26.03,4,1,44,98.26,Low
DR_259,TRIP_2701,1,2,6,1,9,0.35,90,3,0,0,14.73,0,2,39,51.47,Low
DR_91,TRIP_2702,1,0,1,18,66,0.8,94,0,5,6,29.3,3,0,16,68.25,High
DR_116,TRIP_2703,2,8,3,2,10,0.42,84,2,4,1,18.27,2,0,38,81.87,Low
DR_231,TRIP_2704,2,7,1,12,104,0.56,86,0,1,1,27.26,4,3,65,76.27,High
DR_27,TRIP_2705,9,0,2,14,68,0.3,82,3,0,4,9.64,2,3,29,56.38,High
DR_171,TRIP_2706,4,1,2,37,49,0.25,84,2,0,2,39.35,3,2,58,65.73,Low
DR_80,TRIP_2707,1,3,1,10,103,0.41,92,2,0,1,25.15,3,2,65,97.1,High
DR_257,TRIP_2708,8,4,2,15,51,0.28,78,3,1,2,5.01,0,0,63,90.64,Medium
DR_128,TRIP_2709,6,7,4,26,1,0.61,74,2,0,6,5.3,0,2,64,53.59,High
DR_218,TRIP_2710,10,8,3,34,91,0.8,66,2,2,1,7.56,0,1,47,51.47,Low
DR_169,TRIP_2711,6,3,0,1,11,0.46,88,1,4,6,8.19,0,2,67,50.01,Low
DR_188,TRIP_2712,6,0,4,31,111,0.24,81,0,5,3,15.01,1,3,31,72.89,Low
DR_280,TRIP_2713,1,6,5,3,21,0.82,86,2,2,5,24.77,4,1,52,66.49,Medium
DR_17,TRIP_2714,5,6,1,23,90,0.54,80,0,2,1,15.64,3,2,18,79.61,High
DR_166,TRIP_2715,6,8,2,38,84,0.23,72,1,3,1,9.52,0,0,41,85.89,Medium
DR_152,TRIP_2716,9,5,3,40,70,0.56,70,2,0,2,19.74,0,3,20,68.55,Medium
DR_85,TRIP_2717,9,6,6,9,42,0.78,71,2,4,1,19.12,0,1,15,79.28,Low
DR_34,TRIP_2718,0,1,4,35,23,0.33,88,0,2,2,38.33,2,1,21,70.82,Low
DR_244,TRIP_2719,4,8,5,30,5,0.2,73,3,5,2,29.2,3,2,43,86.37,High
DR_65,TRIP_2720,8,6,2,2,0,0.47,79,2,3,6,27.71,3,3,69,94.01,High
DR_19,TRIP_2721,5,2,6,37,45,0.81,77,1,5,1,9.29,1,2,25,96.53,Medium
DR_96,TRIP_2722,9,5,4,12,108,0.16,74,2,2,1,34.71,4,2,19,72.38,High
DR_31,TRIP_2723,9,1,1,32,92,0.27,78,2,5,5,34.29,4,2,12,79.83,Low
DR_47,TRIP_2724,3,6,3,14,108,0.73,83,1,5,6,32.93,4,2,19,77.42,High
DR_70,TRIP_2725,3,2,5,4,101,0.9,87,0,2,4,21.72,2,2,70,61.39,High
DR_2,TRIP_2726,9,0,1,13,62,0.26,83,3,1,4,24.24,0,2,67,51.19,Low
DR_190,TRIP_2727,5,2,0,26,22,0.25,85,0,5,0,22.55,3,2,64,85.77,Medium
DR_155,TRIP_2728,9,3,3,16,100,0.67,77,0,4,4,31.37,4,2,12,71.96,Low
DR_68,TRIP_2729,7,0,6,39,102,0.54,76,0,2,3,35.16,2,3,24,86.81,Low
DR_89,TRIP_2730,1,3,3,17,42,0.44,89,2,0,5,18.79,0,3,43,79.66,High
DR_101,TRIP_2731,1,3,1,35,6,0.46,87,0,0,6,38.69,4,2,67,73.25,Low
DR_150,TRIP_2732,10,5,6,40,16,0.68,65,2,1,1,19.25,1,1,40,79.01,High
DR_268,TRIP_2733,3,4,1,28,92,0.56,84,3,3,0,24.67,0,3,34,78.24,High
DR_297,TRIP_2734,9,4,3,3,42,0.88,78,2,5,0,39.39,0,1,21,67.01,Low
DR_67,TRIP_2735,3,4,5,8,117,0.3,84,3,1,3,16.05,4,1,57,66.06,Medium
DR_237,TRIP_2736,8,8,4,16,35,0.42,71,2,0,6,32.62,4,2,33,51.14,High
DR_198,TRIP_2737,0,0,0,35,41,0.72,93,1,0,0,5.84,0,3,54,54.39,Low
DR_231,TRIP_2738,10,0,3,17,5,0.65,79,1,0,4,5.69,4,0,12,90.5,High
DR_41,TRIP_2739,5,8,0,18,12,0.68,80,1,2,3,9.06,0,2,63,98.43,Low
DR_262,TRIP_2740,8,5,0,4,58,0.68,82,2,5,6,10.92,4,1,13,52.33,Low
DR_190,TRIP_2741,5,2,0,35,56,0.6,84,3,2,2,15.91,4,1,69,87.2,Medium
DR_170,TRIP_2742,6,2,2,13,33,0.23,84,0,2,0,24.09,3,3,21,53.3,Medium
DR_205,TRIP_2743,7,0,6,18,74,0.43,80,0,1,5,35.74,2,1,65,58.15,Medium
DR_28,TRIP_2744,7,7,3,31,23,0.46,72,0,1,5,38.23,0,0,58,51.24,Medium
DR_276,TRIP_2745,4,1,5,22,100,0.46,83,2,1,5,32.92,4,1,65,50.6,Low
DR_257,TRIP_2746,1,7,5,18,8,0.55,81,1,0,2,10.43,1,3,61,78.91,High
DR_197,TRIP_2747,5,1,0,4,115,0.38,91,0,0,0,16.94,1,1,10,63.36,High
DR_119,TRIP_2748,0,0,6,11,33,0.39,92,2,1,5,6.66,4,1,22,77.1,High
DR_90,TRIP_2749,6,8,3,19,50,0.64,75,2,3,0,13.29,3,2,18,70.43,High
DR_53,TRIP_2750,1,2,3,16,109,0.87,90,2,4,0,21.54,3,2,26,50.96,Medium
DR_164,TRIP_2751,0,5,2,40,14,0.42,84,3,1,4,34.6,4,0,42,91.47,Medium
DR_27,TRIP_2752,4,6,5,36,115,0.42,75,0,1,5,33.81,2,0,11,69.64,Medium
DR_101,TRIP_2753,9,0,4,33,120,0.22,76,0,1,5,22.78,2,3,51,58.62,High
DR_17,TRIP_2754,0,7,3,29,48,0.19,83,2,0,6,19.56,0,3,15,64.56,Medium
DR_178,TRIP_2755,10,7,1,18,113,0.26,72,1,3,2,18.18,2,1,48,96.84,Medium
DR_130,TRIP_2756,2,1,4,36,96,0.46,85,3,0,1,15.4,2,3,21,59.57,High
DR_150,TRIP_2757,2,2,3,1,24,0.77,92,2,2,5,34.9,2,1,49,99.94,High
DR_124,TRIP_2758,10,0,3,24,90,0.11,77,2,2,3,30.82,1,0,34,67.96,Low
DR_160,TRIP_2759,8,7,0,24,19,0.24,75,1,5,6,9.46,3,3,58,74.44,Low
DR_74,TRIP_2760,5,3,2,12,63,0.17,85,1,1,4,33.66,2,3,37,56.13,Low
DR_156,TRIP_2761,10,7,3,30,59,0.89,68,1,3,2,30.41,0,0,19,97.99,Low
DR_77,TRIP_2762,3,6,0,30,18,0.75,83,1,4,5,10.34,3,0,14,65.05,Medium
DR_295,TRIP_2763,2,8,5,22,7,0.53,78,2,5,2,29.59,4,2,65,97.65,Low
DR_52,TRIP_2764,0,5,1,39,6,0.4,86,0,2,3,31.52,0,2,13,57.34,High
DR_118,TRIP_2765,3,1,2,20,45,0.39,89,3,3,3,11.25,0,1,20,81.82,Medium
DR_73,TRIP_2766,3,4,0,17,74,0.69,88,0,0,4,18.35,2,1,19,51.95,Low
DR_158,TRIP_2767,10,4,6,29,41,0.59,68,1,2,0,23.6,1,1,36,99.18,High
DR_220,TRIP_2768,6,3,5,18,65,0.23,79,0,3,5,7.52,0,0,30,82.3,Medium
DR_44,TRIP_2769,0,3,5,36,47,0.33,84,2,1,0,17.9,1,3,68,50.66,High
DR_2,TRIP_2770,8,3,3,14,104,0.16,79,1,5,0,14.18,1,3,14,53.67,Medium
DR_104,TRIP_2771,2,3,2,36,76,0.52,84,3,1,3,25.43,0,2,14,51.94,Medium
DR_289,TRIP_2772,6,5,2,19,109,0.62,79,1,2,5,20.65,1,3,21,84.18,Low
DR_276,TRIP_2773,7,4,0,15,119,0.17,82,3,2,1,16.77,2,2,66,94.72,Medium
DR_46,TRIP_2774,1,4,0,11,10,0.6,92,1,3,2,7.24,1,1,33,85.57,Medium
DR_57,TRIP_2775,2,8,3,34,64,0.31,78,0,0,0,26.23,2,1,27,83.45,Low
DR_216,TRIP_2776,2,0,2,7,59,0.28,94,1,1,6,22.41,3,1,57,58.68,Medium
DR_203,TRIP_2777,1,3,4,12,69,0.51,89,2,4,5,27.13,4,1,52,59.36,Low
DR_177,TRIP_2778,9,8,3,14,30,0.33,71,3,1,0,28.78,2,0,38,68.8,Low
DR_69,TRIP_2779,0,0,6,14,27,0.48,91,3,3,1,20.91,1,1,48,77.13,High
DR_241,TRIP_2780,4,1,5,8,50,0.56,86,3,4,0,34.27,4,3,64,71.28,Low
DR_134,TRIP_2781,7,0,1,31,90,0.49,83,0,5,1,8.17,4,3,70,87.08,High
DR_232,TRIP_2782,5,8,2,6,77,0.31,80,2,3,4,19.97,0,2,31,97.71,High
DR_168,TRIP_2783,6,2,3,4,13,0.54,85,1,3,5,23.03,4,0,52,77.27,Low
DR_131,TRIP_2784,5,1,2,18,38,0.61,86,1,3,0,23.57,3,0,36,59.81,High
DR_109,TRIP_2785,10,2,2,0,100,0.36,81,1,5,4,31.25,1,0,23,96.17,High
DR_207,TRIP_2786,7,7,5,34,107,0.47,69,0,5,2,25.33,1,0,45,57.83,Low
DR_177,TRIP_2787,8,2,6,17,2,0.44,76,3,4,3,10.01,4,3,53,78.86,Medium
DR_124,TRIP_2788,1,6,6,3,88,0.44,85,0,2,0,22.19,4,0,22,97.94,Medium
DR_76,TRIP_2789,2,5,0,33,55,0.58,85,1,1,4,17.25,2,1,28,51.79,Low
DR_214,TRIP_2790,7,6,2,33,39,0.29,74,0,3,4,26.42,3,0,30,83.19,Low
DR_78,TRIP_2791,1,1,0,14,13,0.65,95,1,2,2,37.43,4,3,40,95.61,Medium
DR_17,TRIP_2792,2,5,5,21,68,0.58,82,0,2,1,10.21,0,0,57,69.55,Low
DR_152,TRIP_2793,4,3,0,26,46,0.81,86,1,0,5,32.86,3,2,52,91.97,High
DR_190,TRIP_2794,4,3,1,23,39,0.75,85,0,1,1,15.81,4,1,51,64.8,High
DR_102,TRIP_2795,1,4,3,0,47,0.24,91,1,1,5,29.56,4,3,51,96.64,Medium
DR_222,TRIP_2796,3,1,1,17,27,0.44,90,0,3,4,30.28,0,2,33,59.01,Low
DR_163,TRIP_2797,5,6,4,28,33,0.69,76,1,1,2,25.7,1,2,61,91.7,Low
DR_190,TRIP_2798,6,6,2,40,2,0.79,74,1,3,4,5.49,3,0,63,68.6,Medium
DR_188,TRIP_2799,8,8,0,22,108,0.22,74,1,5,0,18.54,2,1,18,50.24,Medium
DR_266,TRIP_2800,2,7,2,19,57,0.14,83,0,5,4,18.3,4,1,69,84.08,Low
DR_2,TRIP_2801,2,7,3,39,98,0.12,78,3,1,5,13.02,4,0,70,75.09,High
DR_202,TRIP_2802,6,4,4,9,50,0.12,80,2,3,2,28.64,1,3,37,57.3,Medium
DR_1,TRIP_2803,1,7,0,10,113,0.75,89,0,2,1,11.87,0,1,44,71.19,High
DR_64,TRIP_2804,1,6,0,33,14,0.62,85,2,5,6,30.19,4,1,45,91.72,Medium
DR_16,TRIP_2805,6,5,3,13,65,0.22,80,0,4,2,32.85,1,3,13,75.8,Medium
DR_29,TRIP_2806,0,7,2,28,83,0.54,84,2,0,2,17.43,4,1,13,60.08,Medium
DR_202,TRIP_2807,10,7,5,3,57,0.21,71,1,1,6,20.77,2,3,46,53.25,High
DR_128,TRIP_2808,3,6,5,3,52,0.18,83,1,0,5,11.57,2,1,28,88.64,Low
DR_122,TRIP_2809,6,8,1,36,21,0.16,74,2,1,3,22.34,3,0,37,61.56,Medium
DR_234,TRIP_2810,8,5,0,1,88,0.46,82,1,2,1,28.64,4,0,19,84.24,High
DR_120,TRIP_2811,9,6,6,34,23,0.7,66,2,5,1,21.25,4,1,67,84.08,Low
DR_117,TRIP_2812,1,6,1,2,79,0.12,90,1,0,4,13.55,4,2,13,67.8,High
DR_49,TRIP_2813,0,2,6,30,106,0.14,85,0,2,3,20.71,2,0,49,81.28,Medium
DR_99,TRIP_2814,8,6,3,36,33,0.19,71,2,4,2,10.76,0,1,52,74.93,High
DR_77,TRIP_2815,10,6,5,22,61,0.81,68,1,5,0,19.75,3,2,35,97.91,High
DR_134,TRIP_2816,0,6,2,4,71,0.79,90,0,0,1,25.91,4,2,46,78.59,Low
DR_235,TRIP_2817,3,8,6,5,0,0.21,79,0,3,6,26.86,0,3,32,69.15,High
DR_130,TRIP_2818,3,3,3,21,57,0.59,85,1,3,0,21.61,0,1,59,85.4,Low
DR_170,TRIP_2819,7,6,1,7,91,0.38,80,0,1,3,36.99,4,2,63,78.26,High
DR_103,TRIP_2820,3,4,3,8,71,0.89,86,0,3,6,35.31,1,0,30,85.98,Low
DR_269,TRIP_2821,10,8,0,17,82,0.12,72,0,2,2,18.22,3,2,62,68.76,Low
DR_167,TRIP_2822,10,7,0,38,65,0.21,69,1,2,3,34.43,1,3,60,84.02,High
DR_276,TRIP_2823,7,1,0,2,14,0.64,88,3,0,6,11.13,1,3,33,52.93,Medium
DR_122,TRIP_2824,9,0,5,18,8,0.68,78,0,4,5,17.03,2,1,67,84.42,Low
DR_137,TRIP_2825,2,6,6,1,35,0.56,83,0,3,5,20.34,1,3,47,87.3,Low
DR_239,TRIP_2826,8,2,6,4,10,0.88,79,0,1,3,24.7,0,3,42,79.6,High
DR_230,TRIP_2827,3,3,1,5,45,0.62,90,3,4,3,19.67,3,1,33,54.57,Medium
DR_88,TRIP_2828,6,5,3,22,117,0.27,78,3,3,1,24.37,2,1,47,96.46,Low
DR_59,TRIP_2829,9,6,3,16,12,0.13,73,2,1,5,37.47,1,3,41,62.22,High
DR_244,TRIP_2830,2,3,5,8,43,0.36,87,1,1,4,29.15,3,1,16,58.28,Medium
DR_221,TRIP_2831,7,0,2,5,13,0.64,87,3,5,5,8.26,2,2,29,99.89,High
DR_251,TRIP_2832,6,5,0,5,45,0.33,84,0,1,5,32.15,2,2,59,70.72,Low
DR_208,TRIP_2833,8,6,2,5,90,0.89,78,2,0,5,19.73,3,3,50,64.82,Medium
DR_166,TRIP_2834,8,7,0,25,118,0.73,75,0,0,4,21.57,1,2,67,90.7,High
DR_10,TRIP_2835,8,6,0,19,110,0.41,77,0,0,1,10.33,3,0,15,58.63,Medium
DR_86,TRIP_2836,2,6,0,12,97,0.17,88,2,5,6,26.27,1,3,51,79.87,Low
DR_236,TRIP_2837,10,3,1,19,19,0.33,77,3,5,3,13.14,2,2,12,67.93,High
DR_16,TRIP_2838,6,6,1,28,16,0.45,78,3,3,3,28.25,1,1,63,70.23,High
DR_143,TRIP_2839,2,4,1,27,66,0.42,86,3,1,3,27.53,0,0,52,88.8,Low
DR_200,TRIP_2840,9,0,2,35,97,0.4,78,2,0,2,30.64,1,1,29,52.42,High
DR_221,TRIP_2841,8,0,4,8,75,0.26,82,2,5,1,8.04,1,0,18,56.41,High
DR_8,TRIP_2842,5,4,6,3,104,0.62,81,0,0,2,29.23,3,0,17,64.67,Low
DR_182,TRIP_2843,3,8,4,37,13,0.69,75,2,5,4,14.49,1,0,66,80.95,High
DR_220,TRIP_2844,4,2,3,15,67,0.5,86,3,3,5,11.43,3,1,12,86.93,Low
DR_78,TRIP_2845,5,1,6,14,11,0.57,82,1,4,1,35.54,2,2,52,81.48,Low
DR_246,TRIP_2846,10,7,1,6,116,0.74,75,0,4,6,31.74,1,1,44,63.35,High
DR_29,TRIP_2847,3,5,0,4,111,0.15,89,2,0,5,34.43,2,1,43,73.66,Low
DR_108,TRIP_2848,4,7,1,15,52,0.15,82,1,4,6,29.77,1,0,41,83.49,High
DR_67,TRIP_2849,2,4,3,14,65,0.1,87,2,2,4,26.31,3,1,18,85.3,High
DR_212,TRIP_2850,9,4,0,32,58,0.32,76,0,1,4,39.49,4,2,22,51.52,Medium
DR_278,TRIP_2851,1,0,3,30,42,0.62,90,3,4,6,27.58,4,0,32,98.76,Medium
DR_94,TRIP_2852,2,6,5,11,93,0.57,83,0,1,3,5.02,2,1,32,82.15,High
DR_93,TRIP_2853,3,5,3,36,111,0.11,79,3,0,5,39.28,3,0,26,81.21,Medium
DR_151,TRIP_2854,1,8,3,20,83,0.71,82,3,3,3,37.11,0,1,30,59.39,Low
DR_110,TRIP_2855,7,7,6,31,0,0.85,69,0,4,4,18.8,2,3,66,61.97,Medium
DR_283,TRIP_2856,0,8,6,15,53,0.29,81,1,0,1,13.62,2,3,38,81.97,Medium
DR_148,TRIP_2857,10,2,0,6,35,0.81,82,2,3,4,14.07,2,3,40,81.54,Low
DR_94,TRIP_2858,7,5,6,0,88,0.65,77,3,3,1,12.01,3,2,32,71.79,Low
DR_235,TRIP_2859,10,3,4,25,111,0.34,72,0,1,2,11.71,4,0,43,79.11,High
DR_282,TRIP_2860,2,1,6,30,33,0.55,84,3,5,4,33.26,0,1,35,55.8,Medium
DR_59,TRIP_2861,9,3,5,2,32,0.81,77,2,3,3,26.59,1,2,37,87.21,Low
DR_31,TRIP_2862,5,1,5,8,5,0.86,85,1,5,1,13.81,0,2,50,60.14,High
DR_280,TRIP_2863,9,5,4,14,56,0.31,74,3,5,5,28.1,0,3,23,73.52,High
DR_74,TRIP_2864,4,5,3,14,57,0.25,82,2,0,4,11.69,1,1,49,91.97,Low
DR_135,TRIP_2865,2,8,3,39,55,0.56,77,1,2,2,19.73,4,1,26,87.72,Medium
DR_136,TRIP_2866,5,3,1,2,87,0.54,88,2,2,2,5.8,2,3,18,86.64,Medium
DR_78,TRIP_2867,9,5,1,22,109,0.3,75,0,5,2,25.28,4,1,50,94.8,High
DR_95,TRIP_2868,9,6,0,0,108,0.29,80,1,4,4,16.82,1,1,70,57.47,High
DR_21,TRIP_2869,9,5,0,23,119,0.4,76,3,2,5,11.05,2,2,13,98.8,Medium
DR_15,TRIP_2870,4,6,5,12,81,0.9,79,0,2,3,13.05,4,0,27,93.43,High
DR_291,TRIP_2871,1,3,1,25,13,0.84,89,3,4,6,23.3,1,0,66,97.52,High
DR_137,TRIP_2872,7,4,1,24,3,0.28,79,3,2,4,21.76,0,3,18,79.46,Medium
DR_8,TRIP_2873,2,7,6,6,32,0.35,81,3,1,3,19.94,3,2,25,63.31,Medium
DR_250,TRIP_2874,0,3,4,39,84,0.21,85,3,3,0,5.75,0,2,16,83.79,Medium
DR_76,TRIP_2875,8,7,1,15,21,0.85,76,3,4,5,8.93,1,1,14,76.38,High
DR_170,TRIP_2876,5,2,4,22,38,0.37,82,2,5,5,13.05,0,2,48,82.85,High
DR_278,TRIP_2877,0,7,4,9,29,0.33,86,0,3,0,28.93,0,0,49,86.02,High
DR_195,TRIP_2878,9,6,2,8,72,0.65,76,1,0,3,36.57,2,3,54,63.82,High
DR_35,TRIP_2879,0,5,6,12,42,0.12,85,2,2,1,8.63,4,2,35,62.54,Medium
DR_201,TRIP_2880,1,1,3,7,108,0.86,93,0,5,5,14.38,0,0,30,65.55,Low
DR_188,TRIP_2881,1,4,4,4,106,0.8,89,0,5,6,9.68,4,0,44,77.65,High
DR_266,TRIP_2882,6,3,5,34,15,0.24,76,1,3,3,16.47,2,3,14,76.14,Low
DR_29,TRIP_2883,6,6,3,34,52,0.4,74,3,3,6,30.63,4,1,19,81.59,Low
DR_195,TRIP_2884,1,0,2,16,44,0.77,94,2,0,6,24.14,2,0,48,93.2,Medium
DR_178,TRIP_2885,6,7,3,22,90,0.32,75,1,5,3,18.07,2,3,22,58.28,High
DR_102,TRIP_2886,1,1,4,3,14,0.27,93,0,0,3,9.39,0,0,67,99.28,High
DR_290,TRIP_2887,0,7,2,1,74,0.59,90,0,4,6,7.24,2,2,22,89.4,Low
DR_94,TRIP_2888,0,7,1,2,111,0.78,91,0,4,4,6.65,1,3,34,55.15,Medium
DR_252,TRIP_2889,10,6,0,37,42,0.44,71,3,5,2,38.26,2,3,18,74.67,High
DR_14,TRIP_2890,4,4,2,0,79,0.65,87,1,1,0,8.23,3,1,37,63.24,High
DR_163,TRIP_2891,2,8,1,7,1,0.87,85,1,5,4,8.58,1,2,17,65.28,Medium
DR_6,TRIP_2892,5,6,3,22,78,0.46,78,3,2,3,23.15,3,3,49,63.38,Medium
DR_91,TRIP_2893,1,7,5,36,93,0.85,78,2,2,1,9.99,2,0,64,64.68,Low
DR_197,TRIP_2894,3,4,0,22,81,0.34,87,2,2,2,23.07,2,1,42,81.11,Low
DR_215,TRIP_2895,2,0,0,34,120,0.69,91,0,4,1,6.95,0,0,21,91.93,Medium
DR_207,TRIP_2896,6,0,2,14,82,0.1,86,3,0,0,15.16,3,1,13,79.05,Medium
DR_3,TRIP_2897,0,1,2,13,24,0.9,94,0,1,1,11.82,4,3,53,77.12,Medium
DR_292,TRIP_2898,1,7,5,34,103,0.2,78,0,0,1,7.76,2,1,18,56.22,Medium
DR_18,TRIP_2899,6,7,2,34,58,0.89,74,2,3,1,39.76,2,0,22,60.97,Low
DR_191,TRIP_2900,2,4,6,27,60,0.79,81,1,4,1,14.23,2,2,17,79.02,High
DR_19,TRIP_2901,3,3,5,5,80,0.65,86,0,2,0,8.03,0,0,56,86.35,High
DR_50,TRIP_2902,6,7,5,26,27,0.75,72,2,0,5,31.86,1,0,23,68.5,High
DR_284,TRIP_2903,2,8,1,23,33,0.66,82,0,5,1,20.76,4,3,27,77.77,Medium
DR_176,TRIP_2904,4,6,0,7,79,0.43,86,1,4,2,33.78,4,0,63,90.3,Medium
DR_44,TRIP_2905,4,7,5,31,97,0.33,74,1,5,3,6.69,3,3,47,50.26,High
DR_148,TRIP_2906,8,7,2,24,63,0.34,73,2,3,4,24.04,3,0,55,84.32,High
DR_35,TRIP_2907,9,8,5,31,102,0.86,66,2,2,4,15.48,1,1,18,77.28,Medium
DR_264,TRIP_2908,3,4,1,1,6,0.3,90,1,5,5,8.79,0,1,68,60.98,High
DR_211,TRIP_2909,7,3,0,8,42,0.4,85,1,0,2,7.7,1,1,28,51.26,Low
DR_290,TRIP_2910,8,8,4,16,74,0.8,71,2,2,4,19.3,0,3,46,53.2,Low
DR_123,TRIP_2911,1,4,1,37,103,0.58,86,1,1,1,24.31,2,2,56,57.33,Medium
DR_181,TRIP_2912,8,7,1,6,112,0.37,78,0,1,6,11.29,1,3,36,83.36,High
DR_61,TRIP_2913,6,5,1,9,50,0.59,83,3,1,1,8.65,0,2,42,83.16,High
DR_187,TRIP_2914,4,8,2,14,102,0.24,80,2,3,0,23.4,0,0,68,69.78,Medium
DR_262,TRIP_2915,3,5,6,13,42,0.44,81,2,3,1,34.08,4,2,12,55.25,Low
DR_52,TRIP_2916,10,0,6,7,58,0.57,77,0,4,3,9.57,2,0,21,76.65,Low
DR_296,TRIP_2917,3,3,4,36,88,0.29,81,3,1,4,15.66,0,0,19,99.69,High
DR_120,TRIP_2918,3,6,5,14,118,0.49,80,1,4,1,26.29,4,0,55,53.17,Medium
DR_231,TRIP_2919,6,8,3,16,24,0.37,75,1,2,0,34.05,1,2,28,60.88,High
DR_106,TRIP_2920,8,4,3,36,35,0.12,73,3,3,6,34.6,4,2,48,65.22,Low
DR_29,TRIP_2921,7,0,5,10,4,0.42,82,3,4,0,26.32,0,2,17,99.93,Low
DR_120,TRIP_2922,6,3,6,12,52,0.78,79,1,0,0,21.72,1,0,29,68.16,Low
DR_122,TRIP_2923,7,4,4,25,59,0.43,76,2,0,4,5.04,1,1,69,53.69,High
